camis,dba,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,critical_flag,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,violation_code,violation_description,score,grade,grade_date
50118379,GOLDEN DRAGON,Manhattan,2060,ADAM CLAYTON POWELL JR BOULEVARD,,6462038419,Chinese,2023-06-12T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",13.0,A,2023-06-12T00:00:00.000
50043566,ROW HOUSE,Manhattan,2128,FREDERICK DOUGLASS BOULEVARD,,2122560019,American,2022-07-28T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,34.0,,
50101252,JAH SEAL MINI MART,Manhattan,2041,ADAM CLAYTON POWELL JR BOULEVARD,,6464766521,Other,2023-01-09T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",23.0,,
50105605,LALIBELA ETHIOPIAN RESTAURANT,Manhattan,2084,FREDERICK DOUGLASS BOULEVARD,,9178819775,Ethiopian,2023-04-05T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,32.0,,
40977437,LA CAVERNA,Manhattan,122124,RIVINGTON STREET,,2124752126,American,2024-03-05T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",5.0,A,2024-03-05T00:00:00.000
40942342,LARRY FLYNT'S HUSTLER CLUB,Manhattan,639641,WEST   51 STREET,,2122472460,American,2024-06-01T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",22.0,,
41109381,DOMINO'S,Manhattan,2554,ADAM CLAYTON POWELL JR BOULEVARD,,2122831100,Pizza,2022-01-10T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",30.0,,
40365726,BARBETTA RESTAURANT,Manhattan,319321,323 W. 46TH ST.,,2122469171,Italian,2022-10-26T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,02B,Hot TCS food item not held at or above 140 °F.,21.0,,
50062342,SAM'S FRIED ICE CREAM,Manhattan,37B,ORCHARD ST,10002,6463610705,Frozen Desserts,2021-07-22T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.715793543611,-73.991436229789,103.0,1.0,1600.0,,1.0,MN27,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",5.0,A,2021-07-22T00:00:00.000
50092574,SUGAR MONK,Manhattan,2292,FREDERICK DOUGLASS BOULEVARD,,9173996930,American,2022-05-12T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",13.0,A,2022-05-12T00:00:00.000
41656924,TENZAN,Manhattan,988990,2 AVENUE,,2129805900,Japanese,2022-02-01T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",9.0,A,2022-02-01T00:00:00.000
50144575,DELHI MASALA INDIAN CUISINE,Manhattan,2077,ADAM CLAYTON POWELL JR BOULEVARD,,2126668600,Indian,2024-11-22T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Re-inspection,0.0,0.0,,,,,1.0,,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",13.0,A,2024-11-22T00:00:00.000
41086967,IL SOLE,Manhattan,229233,DYCKMAN STREET,,2125440406,Italian,2024-01-04T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,02B,Hot TCS food item not held at or above 140 °F.,12.0,A,2024-01-04T00:00:00.000
50114985,FOX HARLEM,Manhattan,2224,FREDERICK DOUGLASS BOULEVARD,,9174477810,American,2022-07-27T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,0.0,0.0,,,,,1.0,,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,0.0,,
50124678,STRAWBERRY HOME,Manhattan,34A,MOTT ST,10013,9293666649,Other,2024-08-01T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,40.714800251152,-73.998827639563,103.0,1.0,2900.0,,1.0,MN27,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",21.0,N,
50002693,B&W DELI GROCERY,Manhattan,373,west 34th st,10001,9173882601,American,2024-01-30T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.752985326729,-73.9953475625,104.0,3.0,11100.0,,1.0,MN13,04L,Evidence of mice or live mice in establishment's food or non-food areas.,34.0,,
41380885,MAMA TINA'S PIZZA,Manhattan,2649,FRDERICK DOUGLASS BOULEVARD,,2123682820,Pizza,2024-11-04T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",13.0,A,2024-11-04T00:00:00.000
50126220,HARLEM CAFE,Manhattan,2259,ADAM CLAYTON POWELL JR BOULEVARD,,3472329231,American,2023-03-10T00:00:00.000,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,0.0,0.0,,,,,1.0,,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.",62.0,,
50066463,Cafe 53,Manhattan,1301,AVE OF TH AMER,,2129746075,American,2024-03-28T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",13.0,A,2024-03-28T00:00:00.000
50157102,BLUE BOTTLE COFFEE,Manhattan,441,8TH AVE,10001,5106533394,Coffee/Tea,2024-09-16T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,40.751234115497,-73.994163853444,104.0,3.0,10300.0,,1.0,MN13,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,11.0,A,2024-09-16T00:00:00.000
50107047,KING BARKA,Manhattan,2733,FREDERICK DOUGLASS BOULEVARD,,3476418572,Caribbean,2024-07-02T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",65.0,,
50066450,CAVA MEZZE GRILL,Manhattan,325,PARK AVE S,10010,7183601815,Mediterranean,2023-07-12T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.740984440556,-73.985767342339,105.0,2.0,6800.0,,1.0,MN21,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",23.0,,
41203533,GREAT TASTE BAKERY,Manhattan,3335,CATHERINE STREET,,6466424110,Bakery Products/Desserts,2024-06-05T00:00:00.000,No violations were recorded at the time of this inspection.,Not Applicable,2025-02-23T06:00:10.000,Administrative Miscellaneous / Initial Inspection,0.0,0.0,,,,,1.0,,,,,,
40711561,MA SMITH'S DESSERT CAFE,Manhattan,2380,ADAM CLAYTON POWELL BOULEVARD,,2122342344,Bakery Products/Desserts,2023-03-14T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04L,Evidence of mice or live mice in establishment's food or non-food areas.,12.0,A,2023-03-14T00:00:00.000
50002693,B&W DELI GROCERY,Manhattan,373,west 34th st,10001,9173882601,American,2021-08-31T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.752985326729,-73.9953475625,104.0,3.0,11100.0,,1.0,MN13,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",30.0,,
41248866,BARAKA BUFFET,Manhattan,2546,FREDERICK DOUGLASS BOULEVARD,,2124913502,African,2022-04-05T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04M,Live roaches present in facility's food and/or non-food areas.,13.0,A,2022-04-05T00:00:00.000
41010433,LONDEL'S SUPPER CLUB,Manhattan,2620,FREDERICK DOUGLASS BOULEVARD,,2122346114,American,2019-11-08T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,12.0,A,2019-11-08T00:00:00.000
50128943,PHO AOB,Manhattan,1003A,COLUMBUS AVE,10025,6468337276,Thai,2023-07-20T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Administrative Miscellaneous / Initial Inspection,40.801355201243,-73.96133023214,107.0,7.0,19300.0,,1.0,MN09,19-07,"Failure to maintain a sufficient supply of single-use, non-compostable plastic straws.",,,
50130631,Yong Sheng Garden Chinese Restaurant,Manhattan,2825,FRDRK DGLSS BLVD,,2128622702,Chinese,2024-12-17T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,09B,Thawing procedure improper.,22.0,B,2024-12-17T00:00:00.000
50107047,KING BARKA,Manhattan,2733,FREDERICK DOUGLASS BOULEVARD,,3476418572,Caribbean,2022-07-27T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,0.0,0.0,,,,,1.0,,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,30.0,,
50119329,DD SOUP DUMPLING,Manhattan,321A,W 42ND ST,10036,2127571820,Asian/Asian Fusion,2024-06-24T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.757582509966,-73.990618678955,104.0,3.0,12100.0,,1.0,MN15,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",56.0,,
50107047,KING BARKA,Manhattan,2733,FREDERICK DOUGLASS BOULEVARD,,3476418572,Caribbean,2024-07-02T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,65.0,,
50122709,CARIBBEAN KRAVE,Manhattan,1980,ADAM CLAYTON POWELL JR BOULEVARD,,6463559905,Caribbean,2024-07-05T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1.0,,04L,Evidence of mice or live mice in establishment's food or non-food areas.,17.0,,
50143373,LAZY DOG,Manhattan,41,W 40TH ST,10018,9176265861,Hotdogs,2023-11-28T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,40.753069376416,-73.983880673157,105.0,4.0,8400.0,,1.0,MN17,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",13.0,A,2023-11-28T00:00:00.000
41380885,MAMA TINA'S PIZZA,Manhattan,2649,FRDERICK DOUGLASS BOULEVARD,,2123682820,Pizza,2024-11-04T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,1.0,,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,13.0,A,2024-11-04T00:00:00.000
50107047,KING BARKA,Manhattan,2733,FREDERICK DOUGLASS BOULEVARD,,3476418572,Caribbean,2022-07-27T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,0.0,0.0,,,,,1.0,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",30.0,,
41560849,CIRCLE LINE MANHATTAN,Manhattan,0,WEST 42 STREET,,2126308889,American,2023-11-30T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Administrative Miscellaneous / Initial Inspection,0.0,0.0,,,,,1.0,,20-08,Failure to post or conspicuously post healthy eating information,,,
